9	0.8	0.3	0		0	0       0
1.5	3	18.753	0	4.797297297	1.81	0.002739726
0.5	1	15.965	0	3.981707317	2.63	0.002739726
2	4	14.7	0	2.326086957	3.31	0.002739726
0.5	1	13.7	0	2.320132013	4.16	0.002739726
0.5	1	13.7	0	2.320132013	4.16	0.002739726
1	2	13.971	0	2.07204611	3.89	0.002739726
1.5	3	13.673	0	1.843817787	4.19	0.002739726
2.5	5	13.673	0	1.843817787	4.19	0.002739726
0.5	1	13.673	0	1.843817787	4.19	0.002739726
