16.36097013	56.07639073	97.22711783
16.3816392	56.16255159	97.35326315
16.344105	56.30543354	97.53829277
16.30650908	56.44199762	97.71585122
16.26671498	56.35356745	97.62734368
16.22692088	56.26513728	97.53883614
16.18712678	56.17670711	97.4503286
16.14733268	56.08827694	97.36182106
16.11109679	56.05101796	97.33520187
16.65578567	57.40874778	98.75475599
16.9446582	57.42133092	98.79274501
17.40314006	57.95757983	99.42285114
17.85042464	58.86731844	100.4600341
17.90552592	59.00881627	100.6120311
17.96062721	59.15031409	100.7640282
18.0157285	59.29181191	100.9160253
18.07082978	59.43330974	101.0680223
18.12593107	59.57480756	101.2200194
18.18103236	59.71630538	101.3720165
18.23613365	59.85780321	101.5240135
18.48023171	60.43476474	102.2444644
18.43675438	60.38615459	102.4598974
18.19154911	59.87538074	102.1212232
18.4410279	60.0938442	102.4927088
18.32532357	59.99209652	102.3040331
18.20961925	59.89034884	102.1153573
18.17108086	59.82770777	102.0276727
18.20704494	59.80282352	102.0374934
18.59380192	59.99215137	102.1122836
19.17235544	60.40211582	102.3017256
19.29066641	60.73442842	102.5614071
19.10330031	60.54615466	102.3919279
18.97381402	60.40378502	102.2918717
18.86645952	60.29372918	102.221679
18.75910502	60.18367334	102.1514863
18.65175053	60.07361749	102.0812936
18.54439603	59.96356165	102.0111009
18.43704153	59.85350581	101.9409082
18.32968704	59.74344997	101.8707155
18.16639008	59.57315961	101.747498
18.10329834	59.34264561	101.4217301
18.74448981	59.79352308	101.6146809
19.17836861	60.05837747	101.6874248
18.91053171	59.88460107	101.4943301
19.57195787	60.42742714	102.257052
19.71241041	60.35772631	102.61839
20.48713802	61.50658428	103.7138064
22.85274874	64.85389211	107.3028108
22.29105303	64.3878696	107.4437888
22.18241292	64.49190765	107.5569936
21.88600508	64.11510582	107.3110248
21.62156851	63.8153298	107.1280835
21.4571107	63.83631514	107.0429088
21.73988915	62.76462095	106.5529189
21.83717293	63.18335604	106.5984347
22.02798548	63.58258384	106.8940327
22.15350665	63.51855637	107.0083411
22.21963102	63.33061326	106.6696651
22.20650491	63.64794577	106.8978724
22.15220021	63.38808653	106.1728736
22.28708495	64.05126432	107.2479183
22.27112993	64.32862094	107.4425018
22.25517491	64.60597755	107.6370854
22.2392199	64.88333417	107.8316689
22.22326488	65.16069078	108.0262524
22.20730986	65.4380474	108.220836
21.34212278	64.94621143	108.0924262
20.58444314	64.20255202	107.1260285
21.168859	65.01752155	108.6087545
21.27338515	65.15035836	108.5823489
23.08174473	67.08792566	110.4968394
23.01672158	68.19898985	113.0871535
21.65530966	67.58564736	112.0912382
21.03343007	66.32405656	111.416674
20.45733643	66.07605566	111.2680425
20.01193744	65.48595186	110.6309365
20.55717221	64.84219619	109.7178242
20.77191404	64.74233852	109.9804914
21.63497972	65.28221794	109.8793323
24.26052727	69.07672003	114.8781176
23.18949577	67.77939279	113.8625485
22.4711054	67.38145977	113.1367374
28.6415344	72.94138358	118.7281885
38.83058052	82.07930237	127.3564716
41.79170672	89.25516568	133.4830159
45.34349652	95.8164413	139.8618012
30.67375004	98.96868546	139.4454418
28.92979427	95.6019546	135.7688741
27.05816142	94.0960229	134.4065556
27.70014599	94.18886905	134.1217031
25.11388057	92.80574042	132.1724752
24.52825622	92.32194382	130.668065
30.0722773	91.62136549	128.7515741
31.12492862	91.30085061	127.5262213
30.51050578	89.85375041	125.2660552
32.02320832	90.62889122	125.2506224
35.93326577	90.68560295	124.2661116
33.45329765	90.33127983	122.3840184
30.41268258	90.26306167	120.8867076
29.95391047	89.17867845	118.3710371
28.78169329	87.78324115	116.3217455
30.76550413	87.4364441	115.5876045
33.3175205	87.94354696	115.7409632
32.60468839	87.25620571	114.2464452
35.07849922	88.0606477	114.9871951
35.81291988	88.73371198	115.2798831
34.79254733	87.96391238	114.1742746
35.51154041	87.38145645	113.1337957
35.12581485	87.36821808	112.6937398
36.51236473	88.21033216	113.2480691
35.39633716	87.48837671	111.9409252
35.60205717	86.74501696	110.5715924
35.63291515	86.44868553	110.658806
37.15934826	86.55153634	110.9635506
35.14330119	85.91711351	109.7415527
36.59979509	86.91711172	110.5294893
36.99271684	86.60652572	110.3891454
