3	0	0	0	0	0	0
12.6	0.002737926	0.032855109	12.6	0	0	0
21.6	0.021903406	0.082137772	9	0.032855109	0	0
61.5	0.035593035	2.551746797	39.9	0.114992881	0	0
30	2	10	10.5	0	0	0
1.2	0.025	5	5	1	1	1
1.2	0.025	5	5	1	1	1
1.2	0.025	5	5	1	1	1
1.2	0.025	5	5	1	1	1
1.2	0.025	5	5	1	1	1
1.2	0.025	5	5	1	1	1
1.2	0.025	5	5	1	1	1
1.2	0.025	5	5	1	1	1
1.2	0.025	5	5	1	1	1
