0.00246537	0.00401764	0	0.000426113
0.00307746	0.00501512	0	0.000531907
0.00368955	0.0060126	0	0.0006377
0.00430164	0.00701008	0	0.000743493
0.00491373	0.00800756	0	0.000849287
0.00552582	0.00900504	0	0.00095508
0.00613791	0.01000252	0	0.001060873
0.00675	0.011	0	0.001166667
0.009145161	0.014903226	0	0.001580645
0.011540323	0.018806452	0	0.001994624
0.013519355	0.022148387	2.58E-05	0.002339785
0.013625806	0.022964516	0.000167742	0.002375269
0.013732258	0.023780645	0.000309677	0.002410753
0.01383871	0.024596774	0.000451613	0.002446237
0.013945161	0.025412903	0.000593548	0.00248172
0.014051613	0.026229032	0.000735484	0.002517204
0.014158065	0.027045161	0.000877419	0.002552688
0.014264516	0.02786129	0.001019355	0.002588172
0.014370968	0.028677419	0.00116129	0.002623656
0.014477419	0.029493548	0.001303226	0.00265914
0.014583871	0.030309677	0.001445161	0.002694624
0.014690323	0.031125806	0.001587097	0.002730108
0.014796774	0.031941935	0.001729032	0.002765591
0.014903226	0.032758065	0.001870968	0.002801075
0.015009677	0.033574194	0.002012903	0.002836559
0.015116129	0.034390323	0.002154839	0.002872043
0.015222581	0.035206452	0.002296774	0.002907527
0.015329032	0.036022581	0.00243871	0.002943011
0.015435484	0.03683871	0.002580645	0.002978495
0.015541935	0.037654839	0.002722581	0.003013978
0.015648387	0.038470968	0.002864516	0.003049462
0.015754839	0.039287097	0.003006452	0.003084946
0.01586129	0.040103226	0.003148387	0.00312043
0.015967742	0.040919355	0.003290323	0.003155914
0.016074194	0.041735484	0.003432258	0.003191398
0.016180645	0.042551613	0.003574194	0.003226882
0.016287097	0.043367742	0.003716129	0.003262366
0.016393548	0.044183871	0.003858065	0.003297849
0.0165	0.045	0.004	0.003333333
0.01704786	0.045284076	0.004162329	0.00345508
0.01868388	0.046132382	0.004647076	0.00381864
0.0203199	0.046980689	0.005131822	0.0041822
0.02195592	0.047828996	0.005616569	0.00454576
0.02359194	0.048677302	0.006101316	0.00490932
0.02522796	0.049525609	0.006586062	0.00527288
0.02686398	0.050373916	0.007070809	0.00563644
0.0285	0.051222222	0.007555556	0.006
0.029564516	0.051774194	0.007870968	0.006236559
0.030629032	0.052179724	0.008239631	0.006513057
0.031693548	0.052483871	0.008645161	0.006817204
0.032758065	0.052788018	0.009050691	0.007121352
0.033822581	0.053092166	0.009456221	0.007425499
0.034887097	0.053396313	0.009861751	0.007729647
0.035951613	0.053700461	0.010267281	0.008033794
0.037016129	0.054004608	0.010672811	0.008337942
0.038080645	0.054308756	0.011078341	0.008642089
0.039145161	0.054612903	0.011483871	0.008946237
0.040209677	0.054917051	0.011889401	0.009250384
0.042274194	0.056096774	0.01316129	0.011333333
0.04471371	0.057604839	0.014758065	0.014083333
0.047153226	0.059112903	0.016354839	0.016833333
0.049592742	0.060620968	0.017951613	0.019583333
0.052032258	0.062129032	0.019548387	0.022333333
0.054471774	0.063637097	0.021145161	0.025083333
0.05691129	0.065145161	0.022741935	0.027833333
0.059350806	0.066653226	0.02433871	0.030583333
0.061790323	0.06816129	0.025935484	0.033333333
0.064229839	0.069669355	0.027532258	0.036083333
0.066669355	0.071177419	0.029129032	0.038833333
0.071037634	0.073397849	0.030376344	0.040924731
0.07772043	0.076473118	0.031204301	0.042225806
0.084403226	0.079548387	0.032032258	0.043526882
0.091086022	0.082623656	0.032860215	0.044827957
0.097768817	0.085698925	0.033688172	0.046129032
0.104451613	0.088774194	0.034516129	0.047430108
0.111134409	0.091849462	0.035344086	0.048731183
0.117817204	0.094924731	0.036172043	0.050032258
0.1245	0.098	0.037	0.051333333
0.125522672	0.099534008	0.037292192	0.051552477
0.130576576	0.107114864	0.038736165	0.052635457
0.13563048	0.11469572	0.040180137	0.053718436
0.160636391	0.134602743	0.043145377	0.05511347
0.211852294	0.170702057	0.048109033	0.056918436
0.263005506	0.209197507	0.056179306	0.060562297
0.313931324	0.256384468	0.075518224	0.070876386
0.364857143	0.303571429	0.094857143	0.081190476
0.626048387	0.564201613	0.237693548	0.145357527
0.764484543	0.666329032	0.307821935	0.174515269
0.81855914	0.741953917	0.357096774	0.192725038
0.874824093	0.803475302	0.398324597	0.208460853
0.93365121	0.860449597	0.437233871	0.22374664
0.997985615	0.907798605	0.470870968	0.236716943
1.058408189	0.945980149	0.499540116	0.247993383
1.101735484	0.980148387	0.526122581	0.259384946
1.140008666	1.006586904	0.547797785	0.268768095
1.152397689	1.028710159	0.565053924	0.277617397
1.164786712	1.050833414	0.582310063	0.286466699
1.192741935	1.073748053	0.601059511	0.292866148
1.222387097	1.09674861	0.619971079	0.298999629
1.24164994	1.121360215	0.643321983	0.308677419
1.259163477	1.14466211	0.665246583	0.317852743
1.268542737	1.158061053	0.67529579	0.322039913
1.277921997	1.171459996	0.685344997	0.326227082
1.287301258	1.184858939	0.695394204	0.330414252
1.296680518	1.198257882	0.705443412	0.334601422
1.306059778	1.211656825	0.715492619	0.338788591
1.314917014	1.224650624	0.725467222	0.343066944
1.320893861	1.235408949	0.735030177	0.347848422
1.326870708	1.246167274	0.744593132	0.352629899
1.332847555	1.256925598	0.754156087	0.357411377
1.338824402	1.267683923	0.763719043	0.362192855
1.357127742	1.275193548	0.770042581	0.363484301
1.375804194	1.282604839	0.776268065	0.364670108
1.394480645	1.290016129	0.782493548	0.365855914
1.407749895	1.298289904	0.78936992	0.367713308
1.417374948	1.307144952	0.79668496	0.370023321
1.427	1.316	0.804	0.372333333
